Slutpris,Title,Type,Location,Sale Date,Agent Name,Agent Link,Pris per kvadratmeter,Utgångspris,Prisutveckling,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift,Driftskostnad,Biarea,Tomtarea,Uteplats,Arrende,Förening,Sale Year,Sale Month,Sale Day
1405000,Carl Herslowsgatan 9,Lägenhet,"Hästhagen, Malmö kommun",2018-12-22,Malin Fasth,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/malin-fasth-8117,53831.0,1395000,+10 000 kr (+1 %),Lägenhet,Bostadsrätt,1 rum,"26,1 m²",,,,1566.0,,,,,,Brf Hästhagen,2018.0,12.0,22.0
1415000,Kilian Zollsgatan 7B,Lägenhet,"Ribersborg, Malmö kommun",2021-03-07,Ola G Lindskog,https://www.hemnet.se/maklare/bodirekt-298/ola-g-lindskog-416,45645.0,1195000,+220 000 kr (+18 %),Lägenhet,Bostadsrätt,1 rum,31 m²,Ja,"1 av 4, hiss finns ej",1939,1921.0,,,,,,,2021.0,3.0,7.0
1295000,Roslins väg 14B,Lägenhet,"Ribersborg, Malmö kommun",2022-04-14,Dennis Berg,https://www.hemnet.se/maklare/bjurfors-jonkoping-711611/dennis-berg-10675,43167.0,1295000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,30 m²,Nej,"1 av 4, hiss finns ej",1953,2682.0,,,,,,,2022.0,4.0,14.0
1300000,"Östra Sommarstaden, Vitsippegången kolonistuga B2",Fritidshus,"Johanneslust, Malmö kommun",2021-04-20,Lisa Ivarsson,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/lisa-ivarsson-14256,,795000,+505 000 kr (+64 %),Fritidshus,Annat,2 rum,29 m²,,,,,,,434 m²,,6 926 kr/år,,2021.0,4.0,20.0
1150000,Hässleholmsgatan 4,Lägenhet,"Nobeltorget, Malmö kommun",2021-05-28,Emmeli Ryd,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-727551/emmeli-ryd-19179,46748.0,995000,+155 000 kr (+16 %),Lägenhet,Bostadsrätt,1 rum,"24,6 m²",Nej,"2 av 4, hiss finns ej",1936,1392.0,,,,,,,2021.0,5.0,28.0
950000,Erikslustvägen 42H,Lägenhet,"Slottsstaden, Malmö kommun",2018-03-22,Johanna Olsson,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/johanna-olsson-9058,35185.0,950000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,27 m²,,,,1714.0,,,,,,HSB Brf Erikslust,2018.0,3.0,22.0
900000,Producentgatan 1,Lägenhet,"Lindeborg, Malmö kommun",2023-02-10,Nour Khalil,https://www.hemnet.se/maklare/mohv-hyllie-725851/nour-khalil-21954,31034.0,895000,+5 000 kr (+1 %),Lägenhet,Bostadsrätt,"1,5 rum",29 m²,Nej,"1 av 8, hiss finns",1973,1782.0,,,,,,,2023.0,2.0,10.0
810000,Jasminlunden 130,Fritidshus,"Elinelund, Malmö kommun",2021-09-14,David Blomberg,https://www.hemnet.se/maklare/zetterberg-blomberg-fastighetsformedling-33587/david-blomberg-217,,695000,+115 000 kr (+17 %),Fritidshus,Annat,2 rum,30 m²,,,1954,,13300.0,"6,5 m²",390 m²,,,,2021.0,9.0,14.0
1075000,Rabygatan 69,Lägenhet,"Limhamn, Malmö kommun",2021-07-19,Ellie Knutsson Olsrup,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-727551/ellie-knutsson-olsrup-19045,37069.0,995000,+80 000 kr (+8 %),Lägenhet,Bostadsrätt,1 rum,29 m²,Nej,"2 av 4, hiss finns",1953,2160.0,4320.0,,,,,,2021.0,7.0,19.0
670000,Kungsgatan 27 B,Lägenhet,"Rörsjöstaden, Malmö kommun",2015-11-18,Ulf Björk,https://www.hemnet.se/maklare/bulow-lind-fastighetsformedling-28267/ulf-bjork-7802,29130.0,595000,+75 000 kr (+13 %),Lägenhet,Bostadsrätt,1 rum,23 m²,,,1934,1894.0,5040.0,,,,,,2015.0,11.0,18.0
1350000,Gustaf Rydbergsgatan 7,Lägenhet,"Ribersborg, Malmö kommun",2018-08-09,Filip Ericsson,https://www.hemnet.se/maklare/bjurfors-malmo-vaster-12366/filip-ericsson-9481,48214.0,1195000,+155 000 kr (+13 %),Lägenhet,Bostadsrätt,1 rum,28 m²,,,1943-1951,1810.0,,,,,,Brf Rydbergshill,2018.0,8.0,9.0
1000000,Ellstorpsgatan 1A,Lägenhet,"Ellstorp, Malmö kommun",2021-08-04,Maja Gunnarsson,https://www.hemnet.se/maklare/fastighetsbyran-svedala-708631/maja-gunnarsson-18398,34965.0,975000,+25 000 kr (+3 %),Lägenhet,Bostadsrätt,1 rum,"28,6 m²",,"4 av 6, hiss finns",1939,1435.0,,,,,,,2021.0,8.0,4.0
525000,"Nr 351, Gång 2B",Fritidshus,"Mossängen, Malmö kommun",2019-05-14,David Blomberg,https://www.hemnet.se/maklare/zetterberg-blomberg-fastighetsformedling-33587/david-blomberg-217,,510000,+15 000 kr (+3 %),Fritidshus,Annat,2 rum,31 m²,,,1960,,12400.0,36 m²,378 m²,,,,2019.0,5.0,14.0
1130000,Eslövsgatan 1C,Lägenhet,"Västra Sorgenfri, Malmö kommun",2021-01-30,Kenan Hasanoglu,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/kenan-hasanoglu-10334,36452.0,1095000,+35 000 kr (+3 %),Lägenhet,Bostadsrätt,1 rum,31 m²,,"1 av 4, hiss finns ej",1939,2979.0,,,,,,,2021.0,1.0,30.0
1125000,Möllevångsgatan 30A,Lägenhet,"Triangeln, Malmö kommun",2019-06-10,Johan Dahlberg,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/johan-dahlberg-12808,40179.0,1095000,+30 000 kr (+3 %),Lägenhet,Bostadsrätt,1 rum,28 m²,,,1968,1874.0,3000.0,,,,,,2019.0,6.0,10.0
1130000,Östra Rönneholmsvägen 25,Lägenhet,"Hästhagen, Malmö kommun",2016-09-28,Anna Danielsson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/anna-danielsson-9234,36452.0,995000,+135 000 kr (+14 %),Lägenhet,Bostadsrätt,1 rum,31 m²,,,1934,2080.0,2005.0,,,,,Brf Hövitsmannen 3,2016.0,9.0,28.0
930000,Nordlinds Väg 100 B,Lägenhet,"Rönneholm, Malmö kommun",2019-03-13,Agneta Chong,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/agneta-chong-9177,46500.0,895000,+35 000 kr (+4 %),Lägenhet,Bostadsrätt,1 rum,20 m²,,,1956,1361.0,4100.0,,,,,HSB:s Brf Basunen,2019.0,3.0,13.0
745000,Hässleholmsgatan 5B,Lägenhet,"Nobeltorget, Malmö kommun",2016-09-28,Filip Ericsson,https://www.hemnet.se/maklare/bjurfors-malmo-vaster-12366/filip-ericsson-9481,29800.0,695000,+50 000 kr (+7 %),Lägenhet,Bostadsrätt,1 rum,25 m²,,,1937,1385.0,,,,,,Brf Ängen,2016.0,9.0,28.0
995000,Folketshusvägen 19,Lägenhet,"Klagshamn, Malmö kommun",2020-07-15,Therese Lagerfelt,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/therese-lagerfelt-15913,35536.0,995000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,28 m²,,"4 av 5, hiss finns",2019-2020,2113.0,2772.0,,,,,,2020.0,7.0,15.0
1215000,Ernst Ahlgrensgatan 4 A,Lägenhet,"Ribersborg, Malmö kommun",2018-10-26,Anna Danielsson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/anna-danielsson-9234,50625.0,1195000,+20 000 kr (+2 %),Lägenhet,Bostadsrätt,1 rum,24 m²,,,1953,1486.0,3480.0,,,,,Brf Stjärnehus,2018.0,10.0,26.0
775000,Idaborgsgatan 57D,Lägenhet,"Ellstorp, Malmö kommun",2022-06-03,Filip Ericsson,https://www.hemnet.se/maklare/bjurfors-malmo-vaster-12366/filip-ericsson-9481,29808.0,745000,+30 000 kr (+4 %),Lägenhet,Bostadsrätt,1 rum,26 m²,Nej,"2 av 6, hiss finns",1940,2138.0,,,,,,,2022.0,6.0,3.0
710000,Stuga 588 - Gång 7,Fritidshus,"Mossängen Sommarstad, Malmö kommun",2023-09-09,Lennart Andén,https://www.hemnet.se/maklare/kolonimaklarna-725411/lennart-anden-17714,,675000,+35 000 kr (+5 %),Fritidshus,Annat,2 rum,30 m²,,,1954,,2000.0,15 m²,380 m²,,11 300 kr/år,,2023.0,9.0,9.0
850000,Dansörgatan 12,Lägenhet,"Lindeborg, Malmö kommun",2023-10-08,Sharon Ma,https://www.hemnet.se/maklare/croisette-hyllie-708891/sharon-ma-18405,29310.0,895000,-45 000 kr (-5 %),Lägenhet,Bostadsrätt,1 rum,29 m²,Nej,"1 av 8, hiss finns",1973,1915.0,,,,,,,2023.0,10.0,8.0
995000,Ystadsgatan 47G,Lägenhet,"Nobeltorget, Malmö kommun",2020-10-16,Alexander Karlsson,https://www.hemnet.se/maklare/svensk-fastighetsformedling-malmo-701451/alexander-karlsson-17010,32097.0,995000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,31 m²,Ja,"4 av 4, hiss finns ej",1937,2204.0,4800.0,,,,,,2020.0,10.0,16.0
1120000,Älggatan 48A,Lägenhet,"Limhamn, Malmö kommun",2020-07-16,Johan Dahlgren,https://www.hemnet.se/maklare/croisette-malmo-vastra-hamnen-12766/johan-dahlgren-465,39716.0,1125000,-5 000 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,"28,2 m²",Nej,,1953,1790.0,,,,,,,2020.0,7.0,16.0
525000,Östra Farmvägen 37 C,Lägenhet,"Östra Sorgenfri, Malmö kommun",2016-07-10,[email protected],"https://www.hemnet.se/maklare/hemverket-ab-36511/info-hemverket,se-144",25000.0,525000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,21 m²,,,,1078.0,,,,,,HSB Bostadsrättsförening Manligheten i Malmö,2016.0,7.0,10.0
750000,Lektorsgatan 3 B,Lägenhet,"Nydala, Malmö kommun",2021-02-27,Martina Ahlberg,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/martina-ahlberg-16952,25424.0,750000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,"29,5 m²",Ja,"1 av 4, hiss finns ej",1962,2023.0,,,,,,,2021.0,2.0,27.0
650000,Lettlandsgatan 2C,Lägenhet,"Heleneholm, Malmö kommun",2023-10-17,Mohammad Omran,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/mohammad-omran-21383,22491.0,745000,-95 000 kr (-13 %),Lägenhet,Bostadsrätt,1 rum,"28,9 m²",Nej,"2 av 4, hiss finns ej",1957,1624.0,,,,,,,2023.0,10.0,17.0
1375000,Falsterbogatan 18 B,Lägenhet,"Folkets park / Möllevången, Malmö kommun",2017-03-06,Fatima Friberg,https://www.hemnet.se/maklare/bohem-40591/fatima-friberg-10507,52083.0,1150000,+225 000 kr (+20 %),Lägenhet,Bostadsrätt,1 rum,"26,4 m²",,,1939,1418.0,7416.0,,,,,,2017.0,3.0,6.0
1600000,Östra Rönneholmsvägen 6 B,Lägenhet,"Rådmansvången, Malmö kommun",2017-08-12,Therese Franzén,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-732631/therese-franzen-10143,51613.0,1195000,+405 000 kr (+34 %),Lägenhet,Bostadsrätt,1 rum,31 m²,,,1908,1679.0,1800.0,,,,,Bostadsrättsföreningen Klostret 2,2017.0,8.0,12.0
680000,Eslövsgatan 1C,Lägenhet,"Västra Sorgenfri, Malmö kommun",2015-09-02,Karin Bergkvist,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/karin-bergkvist-4069,29565.0,620000,+60 000 kr (+10 %),Lägenhet,Bostadsrätt,1 rum,23 m²,,,1939,2163.0,,,,,,Brf Hammarslund,2015.0,9.0,2.0
1095000,Bodekullsgatan 39 A,Lägenhet,"Sorgenfri, Malmö kommun",2022-03-18,Majlinda Halimi Hugosson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/majlinda-halimi-hugosson-12128,39107.0,1095000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,28 m²,Nej,"3 av 4, hiss finns ej",1947,1624.0,1920.0,,,,,,2022.0,3.0,18.0
460000,Rosengången 61,Fritidsboende,"Sibbarp / Västkustens koloniområde, Malmö kommun",2018-04-03,Marcus Zetterberg,https://www.hemnet.se/maklare/zetterberg-blomberg-fastighetsformedling-33587/marcus-zetterberg-9077,,495000,-35 000 kr (-7 %),Fritidsboende,Äganderätt,2 rum,29 m²,,,80-tal / 2005,,1600.0,10 m²,393 m²,,,,2018.0,4.0,3.0
595000,Vattenverksvägen 41B,Lägenhet,"Kirseberg, Malmö kommun",2020-06-04,Ola G Lindskog,https://www.hemnet.se/maklare/bodirekt-298/ola-g-lindskog-416,25870.0,595000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,23 m²,Ja,,1952,1709.0,,,,,,,2020.0,6.0,4.0
1060000,Helmfeltsgatan 12,Lägenhet,"Hästhagen/Davidshall, Malmö kommun",2023-01-10,Sandra Lindh,https://www.hemnet.se/maklare/husmanhagberg-malmo-4545/sandra-lindh-17715,43265.0,895000,+165 000 kr (+18 %),Lägenhet,Bostadsrätt,1 rum,"24,5 m²",Nej,"1 av 5, hiss finns",1945,1217.0,,,,,,,2023.0,1.0,10.0
1245000,Carl Herslowsgatan 11 A,Lägenhet,"Hästhagen, Malmö kommun",2019-01-04,Johanna Mjöfors,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/johanna-mjofors-14058,42931.0,1245000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,29 m²,,,1943,1610.0,3680.0,,,,,HSB:s Brf Kanslern i Malmö,2019.0,1.0,4.0
1050000,Vendelsfridsgatan 6B,Lägenhet,"Lorensborg, Malmö kommun",2023-08-01,Rama Bernin,https://www.hemnet.se/maklare/croisette-malmo-vastra-hamnen-12766/rama-bernin-21858,38889.0,1195000,-145 000 kr (-12 %),Lägenhet,Bostadsrätt,1 rum,27 m²,Ja,"15 av 16, hiss finns",1959,2131.0,,,,,,,2023.0,8.0,1.0
900000,Vårgatan 3A,Lägenhet,"Östervärn, Malmö kommun",2017-08-16,Mathilda Skoglund,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/mathilda-skoglund-11409,36000.0,795000,+105 000 kr (+13 %),Lägenhet,Bostadsrätt,1 rum,25 m²,,,1936,1764.0,,,,,,Brf Malmö Värnhem 13,2017.0,8.0,16.0
940000,Karlshamnsgatan 2,Lägenhet,"Folkets park, Malmö kommun",2023-09-13,Love Fält,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/love-falt-21434,32414.0,945000,-5 000 kr (-1 %),Lägenhet,Bostadsrätt,1 rum,29 m²,Nej,"2 av 4, hiss finns ej",1935,2752.0,2400.0,,,,,,2023.0,9.0,13.0
1125000,Kilian Zollsgatan 9 B,Lägenhet,"Ribersborg, Malmö kommun",2016-09-05,Martin Arup,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-720071/martin-arup-6181,40179.0,995000,+130 000 kr (+13 %),Lägenhet,Bostadsrätt,1 rum,28 m²,,,1945,2116.0,3400.0,,,,,Brf Kilian 9,2016.0,9.0,5.0
1100000,Mäster Henriksgatan 10 A,Lägenhet,"S:t Knut, Malmö kommun",2017-09-27,Fatima Friberg,https://www.hemnet.se/maklare/bohem-40591/fatima-friberg-10507,45643.0,1195000,-95 000 kr (-8 %),Lägenhet,Bostadsrätt,1 rum,"24,1 m²",,,1932,1208.0,,,,,,,2017.0,9.0,27.0
1130000,Bobergsängen 6B,Lägenhet,"Dammfri, Malmö kommun",2023-01-05,Emma Wrangmark,https://www.hemnet.se/maklare/svensk-fastighetsformedling-malmo-701451/emma-wrangmark-13676,43295.0,1195000,-65 000 kr (-5 %),Lägenhet,Bostadsrätt,1 rum,"26,1 m²",Ja,"2, hiss finns ej",1949,2499.0,,,,,,,2023.0,1.0,5.0
565000,Närkesgatan 3A,Lägenhet,"Dalaplan, Malmö kommun",2015-09-17,Gustav Cagmo,https://www.hemnet.se/maklare/bjurfors-malmo-oster-2048/gustav-cagmo-8076,19483.0,550000,+15 000 kr (+3 %),Lägenhet,Bostadsrätt,1 rum,29 m²,,,1957,2132.0,,,,,,HSB Brf Vättern,2015.0,9.0,17.0
600000,Mäster Henriksgatan 6,Lägenhet,"S:t Knut, Malmö kommun",2014-10-30,Filip Ericsson,https://www.hemnet.se/maklare/bjurfors-malmo-vaster-12366/filip-ericsson-9481,24000.0,495000,+105 000 kr (+21 %),Lägenhet,Bostadsrätt,1 rum,25 m²,,,1936,1499.0,4200.0,,,,,Brf Mäster Henrik,2014.0,10.0,30.0
420000,Gullregnsgången 16,Fritidshus,"Sibbarp / Västkustens koloniförening, Malmö kommun",2019-05-11,David Blomberg,https://www.hemnet.se/maklare/zetterberg-blomberg-fastighetsformedling-33587/david-blomberg-217,,395000,+25 000 kr (+6 %),Fritidshus,Annat,2 rum,28 m²,,,1960,,10400.0,,401 m²,,,,2019.0,5.0,11.0
675000,Sandbackegatan 7c,Lägenhet,"Kirseberg, Malmö kommun",2019-10-29,Elaine Mürgas,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/elaine-murgas-11453,27551.0,575000,+100 000 kr (+17 %),Lägenhet,Bostadsrätt,1 rum,"24,5 m²",Nej,,,2120.0,,,,,,,2019.0,10.0,29.0
705000,ÖSTRA FARMVÄGEN 37C,Lägenhet,"Nobel / Sorgenfri, Malmö kommun",2017-10-09,Ola G Lindskog,https://www.hemnet.se/maklare/bodirekt-298/ola-g-lindskog-416,33571.0,595000,+110 000 kr (+18 %),Lägenhet,Bostadsrätt,1 rum,21 m²,,,1956,1078.0,1200.0,,,,,Manligheten Hsb,2017.0,10.0,9.0
1400000,Roslins väg 17A,Lägenhet,"Ribersborg, Malmö kommun",2017-08-08,Dennis Berg,https://www.hemnet.se/maklare/bjurfors-jonkoping-711611/dennis-berg-10675,53846.0,1075000,+325 000 kr (+30 %),Lägenhet,Bostadsrätt,1 rum,26 m²,,,1944,1489.0,,,,,,Brf Roslin,2017.0,8.0,8.0
695000,Branteviksgatan 24,Lägenhet,"Östra Sorgenfri, Malmö kommun",2023-03-16,Daniel Marzouk,https://www.hemnet.se/maklare/maklarhuset-malmo-regementsgatan-25107/daniel-marzouk-16833,25741.0,695000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,27 m²,,"1 av 5, hiss finns",1972,1817.0,,,,,,,2023.0,3.0,16.0
1345000,Regementsgatan 23,Lägenhet,"Ribersborg, Malmö kommun",2019-01-30,Marielle Jungerup,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/marielle-jungerup-4076,44833.0,1345000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,30 m²,,,1937,2340.0,,,,,,Brf Inland 4,2019.0,1.0,30.0
1225000,Rosengrens gata 7A,Lägenhet,"Limhamns Sjöstad, Malmö kommun",2020-04-19,Dan Andersson,https://www.hemnet.se/maklare/bjurfors-limhamn-1807/dan-andersson-4057,40833.0,1350000,-125 000 kr (-9 %),Lägenhet,Bostadsrätt,1 rum,30 m²,Nej,,2019,2215.0,,,,Ja,,,2020.0,4.0,19.0
715000,Statistgatan 16,Lägenhet,"Lindeborg, Malmö kommun",2022-12-14,Tarik Dizdar,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/tarik-dizdar-21539,24655.0,795000,-80 000 kr (-10 %),Lägenhet,Bostadsrätt,1 rum,29 m²,Nej,"1 av 8, hiss finns",1973,1818.0,,,,,,,2022.0,12.0,14.0
925000,Åkerögången 211 - Ärtholmens Sommarstad,Fritidshus,"Ärtholmens Sommarstad, Malmö kommun",2023-09-14,Lennart Andén,https://www.hemnet.se/maklare/kolonimaklarna-725411/lennart-anden-17714,,775000,+150 000 kr (+19 %),Fritidshus,Annat,2 rum,31 m²,,,1950,,6400.0,15 m²,285 m²,,6 600 kr/år,,2023.0,9.0,14.0
670000,Estlandsgatan 5C,Lägenhet,"Heleneholm, Malmö kommun",2017-12-07,Mikael Öhlin,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/mikael-ohlin-11133,23183.0,645000,+25 000 kr (+4 %),Lägenhet,Bostadsrätt,1 rum,"28,9 m²",,,1957,1406.0,,,,,,Brf Skeppsbyggaren,2017.0,12.0,7.0
450000,Poppelgången 84,Fritidshus,"Jägershill 1, Malmö kommun",2022-06-21,Marcus Zetterberg,https://www.hemnet.se/maklare/zetterberg-blomberg-fastighetsformedling-33587/marcus-zetterberg-9077,,395000,+55 000 kr (+14 %),Fritidshus,Annat,2 rum,24 m²,,,1960,,15900.0,20 m²,603 m²,,,,2022.0,6.0,21.0
1000000,Stora Nygatan 23,Lägenhet,"City, Malmö kommun",2016-05-16,Johan Dahlgren,https://www.hemnet.se/maklare/croisette-malmo-vastra-hamnen-12766/johan-dahlgren-465,45704.0,995000,+5 000 kr (+1 %),Lägenhet,Bostadsrätt,1 rum,"21,9 m²",,,1895,1401.0,,,,,,Brf Concordia 15,2016.0,5.0,16.0
745000,Sadelmakarebyn 7c,Lägenhet,"Annestad, Malmö kommun",2023-08-30,Jesper Jeschko Björnsson,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/jesper-jeschko-bjornsson-18545,27593.0,775000,-30 000 kr (-4 %),Lägenhet,Bostadsrätt,1 rum,27 m²,,"4 av 4, hiss finns",2005,2925.0,3494.0,,,,,,2023.0,8.0,30.0
990000,Möllevångsgatan 30A,Lägenhet,"Triangeln, Malmö kommun",2022-04-27,Jacob Friberg,https://www.hemnet.se/maklare/bjurfors-malmo-oster-2048/jacob-friberg-14876,35357.0,995000,-5 000 kr (-1 %),Lägenhet,Bostadsrätt,1 rum,28 m²,Nej,"3 av 5, hiss finns",1968,2062.0,,,,,,,2022.0,4.0,27.0
695000,Branteviksgatan 5A,Lägenhet,"Sorgenfri, Malmö kommun",2023-02-13,Varo Dalawy,https://www.hemnet.se/maklare/mohv-malmo-20887/varo-dalawy-22132,28367.0,695000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,"24,5 m²",Ja,"7 av 10, hiss finns",1959,2321.0,,,,,,,2023.0,2.0,13.0
750000,Aktrisgatan 14,Lägenhet,"Lindeborg, Malmö kommun",2017-02-09,Emir Salkic,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/emir-salkic-1545,27778.0,695000,+55 000 kr (+8 %),Lägenhet,Bostadsrätt,1 rum,27 m²,,,1972,1615.0,,,,,,HSB Brf Sofieholm,2017.0,2.0,9.0
650000,Vitemöllegatan 10C,Lägenhet,"Nobeltorget, Malmö kommun",2016-09-30,Patrik Tegnhammar,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/patrik-tegnhammar-10542,27083.0,485000,+165 000 kr (+34 %),Lägenhet,Bostadsrätt,1 rum,24 m²,,,1945-1946,1711.0,,,,,,HSB Brf Friheten,2016.0,9.0,30.0
1050000,Ystadsgatan 47A,Lägenhet,"Norra Sofielund, Malmö kommun",2019-02-13,Kenan Hasanoglu,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/kenan-hasanoglu-10334,33871.0,895000,+155 000 kr (+17 %),Lägenhet,Bostadsrätt,1 rum,31 m²,,,1937,2161.0,,,,,,Brf Urbilden,2019.0,2.0,13.0
1550000,Carl Herslowsgatan 9,Lägenhet,"Hästhagen, Malmö kommun",2022-12-18,Rebecka Ovesen Wågert,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/rebecka-ovesen-wagert-19855,59387.0,1495000,+55 000 kr (+4 %),Lägenhet,Bostadsrätt,1 rum,"26,1 m²",Ja,"5 av 6, hiss finns",1945,1638.0,,,,,,,2022.0,12.0,18.0
850000,Kilian Zollsgatan 6 A,Lägenhet,"Ribersborg, Malmö kommun",2015-12-05,[email protected],"https://www.hemnet.se/maklare/hemverket-ab-36511/info-hemverket,se-144",30357.0,795000,+55 000 kr (+7 %),Lägenhet,Bostadsrätt,1 rum,28 m²,,,,1767.0,,,,,,Bostadsrättsföreningen Stegeborg 5,2015.0,12.0,5.0
1650000,Gustaf Rydbergsgatan 7,Lägenhet,"Ribersborg, Malmö kommun",2021-08-05,Philip Ekdahl,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/philip-ekdahl-11614,58929.0,1395000,+255 000 kr (+18 %),Lägenhet,Bostadsrätt,1 rum,28 m²,Nej,"4 av 5, hiss finns ej",1943,1883.0,,,,,,,2021.0,8.0,5.0
1000000,Ehrensvärdsgatan 7,Lägenhet,"Rörsjöstaden, Malmö kommun",2021-03-11,Jacob Edman,https://www.hemnet.se/maklare/mohv-lund-26647/jacob-edman-1695,34483.0,995000,+5 000 kr (+1 %),Lägenhet,Bostadsrätt,1 rum,29 m²,Nej,"5 av 6, hiss finns",1934,2313.0,3500.0,,,,,,2021.0,3.0,11.0
895000,Nordlinds Väg 94C,Lägenhet,"Slottsstaden, Malmö kommun",2016-09-04,Simon Wall Sanktnovius,https://www.hemnet.se/maklare/bjurfors-lund-centrum-1799/simon-wall-sanktnovius-11411,31964.0,895000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,28 m²,,,1954,1509.0,,,,,,HSB Brf Gamban,2016.0,9.0,4.0
1250000,Kronborgsvägen 12C,Lägenhet,"Pildammarna, Malmö kommun",2020-02-16,Dennis Berg,https://www.hemnet.se/maklare/bjurfors-jonkoping-711611/dennis-berg-10675,44643.0,1095000,+155 000 kr (+14 %),Lägenhet,Bostadsrätt,1 rum,28 m²,Nej,,,1870.0,,,,,,,2020.0,2.0,16.0
700000,Uppsalagatan 11B,Lägenhet,"Södervärn / Dalaplan, Malmö kommun",2016-08-04,Marcus Abrahamsson,https://www.hemnet.se/maklare/skandiamaklarna-malmo-vaster-oster-718231/marcus-abrahamsson-7300,25926.0,595000,+105 000 kr (+18 %),Lägenhet,Bostadsrätt,1 rum,27 m²,,,1937,2315.0,2400.0,,,,,Brf Flyttfåglarna,2016.0,8.0,4.0
475000,Lettlandsgatan 2 A,Lägenhet,"Fosiedal/dalaplan, Malmö kommun",2015-08-06,[email protected],"https://www.hemnet.se/maklare/hemverket-ab-36511/info-hemverket,se-144",16436.0,475000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,"28,9 m²",,,,1162.0,,,,,,Brf Skeppsbyggaren,2015.0,8.0,6.0
1205000,Major Nilssonsgatan 11D,Lägenhet,"Slottsstaden, Malmö kommun",2020-03-06,Anders Nilsson,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/anders-nilsson-9587,46346.0,895000,+310 000 kr (+35 %),Lägenhet,Bostadsrätt,1 rum,26 m²,Nej,,1646,1641.0,,,,,,,2020.0,3.0,6.0
765000,Moltkegången 9 - Ärtholmens Sommarstad,Fritidshus,"Ärtholmens Sommarstad, Malmö kommun",2023-05-30,Lennart Andén,https://www.hemnet.se/maklare/kolonimaklarna-725411/lennart-anden-17714,,575000,+190 000 kr (+33 %),Fritidshus,Annat,2 rum,24 m²,,,1950,,5900.0,6 m²,300 m²,,6 431 kr/år,,2023.0,5.0,30.0
695000,Per Albin Hanssons väg 50B,Lägenhet,"Blekingsborg, Malmö kommun",2016-11-06,Philip Ekdahl,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/philip-ekdahl-11614,29574.0,635000,+60 000 kr (+9 %),Lägenhet,Bostadsrätt,1 rum,"23,5 m²",,,1957,2141.0,,,,,,HSB Brf Eriksfält,2016.0,11.0,6.0
