Slutpris,Title,Type,Location,Sale Date,Agent Name,Agent Link,Pris per kvadratmeter,Utgångspris,Prisutveckling,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift,Driftskostnad,Biarea,Tomtarea,Uteplats,Arrende,Förening,Sale Year,Sale Month,Sale Day
780000,Idaborgsgatan 57E,Lägenhet,"Ellstorp, Malmö kommun",2020-03-20,Johanna Meyer,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/johanna-meyer-16549,27857.0,745000,+35 000 kr (+5 %),Lägenhet,Bostadsrätt,1 rum,28 m²,Nej,"1 av 6, hiss finns",1940,1822.0,,,,,,,2020.0,3.0,20.0
1400000,Västra Varvsgatan 32D,Lägenhet,"Västra Hamnen, Malmö kommun",2023-06-15,Johan Dahlgren,https://www.hemnet.se/maklare/croisette-malmo-vastra-hamnen-12766/johan-dahlgren-465,51852.0,1545000,-145 000 kr (-9 %),Lägenhet,Bostadsrätt,1 rum,27 m²,Ja,"3 av 5, hiss finns",2021,2104.0,,,,,,,2023.0,6.0,15.0
1390000,Västra Rönneholmsvägen 64B,Lägenhet,"Slottsstaden, Malmö kommun",2018-01-12,Victor Jörgensen,https://www.hemnet.se/maklare/bo-laget-fastighetsformedling-716831/victor-jorgensen-9420,49643.0,1390000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,28 m²,,,1944,1915.0,3683.0,,,,,HSB Brf Tärningholm,2018.0,1.0,12.0
1350000,Möllevångsgatan 30A,Lägenhet,"Möllevången/Triangeln, Malmö kommun",2022-07-16,Eric Roberts,https://www.hemnet.se/maklare/skandiamaklarna-malmo-city-34259/eric-roberts-18069,47368.0,1395000,-45 000 kr (-3 %),Lägenhet,Bostadsrätt,1 rum,"28,5 m²",,"2 av 5, hiss finns",1968,2099.0,,,,,,,2022.0,7.0,16.0
1200000,Östra Kristinelundsvägen 9 B,Lägenhet,"Slottsstaden, Malmö kommun",2020-01-06,Malin Thelander,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/malin-thelander-6179,44444.0,1150000,+50 000 kr (+4 %),Lägenhet,Bostadsrätt,1 rum,27 m²,Nej,,1953,1755.0,2200.0,,,,,,2020.0,1.0,6.0
535000,Uddeholmsgatan 34A,Lägenhet,"Lönngården, Malmö kommun",2019-02-23,Lisa Ivarsson,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/lisa-ivarsson-14256,19455.0,550000,-15 000 kr (-3 %),Lägenhet,Bostadsrätt,1 rum,"27,5 m²",,,1955,1961.0,,,,,,Riksbyggen Brf Pyramiden,2019.0,2.0,23.0
1395000,Regementsgatan 25A,Lägenhet,"Ribersborg, Malmö kommun",2021-08-10,Johan Bergengren,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-720071/johan-bergengren-19069,55800.0,1395000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,25 m²,Ja,"1 av 5, hiss finns",1945,2149.0,3120.0,,,,,,2021.0,8.0,10.0
795000,Västmanlandsgatan 4A,Lägenhet,"Dalaplan, Malmö kommun",2021-04-30,Johan Dahlberg,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/johan-dahlberg-12808,30577.0,795000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,26 m²,Nej,"1 av 3, hiss finns ej",1944,1576.0,2400.0,,,,,,2021.0,4.0,30.0
1100000,Eslövsgatan 1C,Lägenhet,"S:t Knut, Malmö kommun",2022-01-28,Victor Jörgensen,https://www.hemnet.se/maklare/bo-laget-fastighetsformedling-716831/victor-jorgensen-9420,35484.0,995000,+105 000 kr (+11 %),Lägenhet,Bostadsrätt,1 rum,31 m²,,,1939,3203.0,,,,,,,2022.0,1.0,28.0
620000,Dansörgatan 10,Lägenhet,"Lindeborg, Malmö kommun",2019-10-10,Ola G Lindskog,https://www.hemnet.se/maklare/bodirekt-298/ola-g-lindskog-416,21379.0,695000,-75 000 kr (-11 %),Lägenhet,Bostadsrätt,1 rum,29 m²,,,1972,1736.0,,,,,,,2019.0,10.0,10.0
760000,Vitemöllegatan 1C,Lägenhet,"Nobeltorget, Malmö kommun",2023-06-01,Jasmine von Stezelow,https://www.hemnet.se/maklare/skandiamaklarna-malmo-city-34259/jasmine-von-stezelow-13959,33043.0,750000,+10 000 kr (+1 %),Lägenhet,Bostadsrätt,1 rum,23 m²,Nej,"3 av 4, hiss finns",1944,2482.0,,,,,,,2023.0,6.0,1.0
1050000,Pilåkersvägen 4 A,Lägenhet,"Dammfri, Malmö kommun",2020-02-10,Jenny Eriksson,https://www.hemnet.se/maklare/fastighetsbyran-ystad-11646/jenny-eriksson-13740,42000.0,995000,+55 000 kr (+6 %),Lägenhet,Bostadsrätt,1 rum,25 m²,Nej,"3 av 4, hiss finns",1951,2064.0,1900.0,,,,,,2020.0,2.0,10.0
1500000,Simrishamnsgatan 3C,Lägenhet,"Möllevången, Malmö kommun",2022-03-31,Victor Jörgensen,https://www.hemnet.se/maklare/bo-laget-fastighetsformedling-716831/victor-jorgensen-9420,51724.0,1295000,+205 000 kr (+16 %),Lägenhet,Bostadsrätt,2 rum,29 m²,,3 av 4,1907,2285.0,,,,,,,2022.0,3.0,31.0
1295000,Köpenhamnsvägen 13 A,Lägenhet,"Slottsstaden, Malmö kommun",2022-06-14,Annika Jernberg,https://www.hemnet.se/maklare/fastighetsbyran-hollviken-170/annika-jernberg-18855,46250.0,1295000,0 kr (±0 %),Lägenhet,Bostadsrätt,1 rum,28 m²,Ja,"4 av 6, hiss finns",1953,2052.0,,,,,,,2022.0,6.0,14.0
920000,Östervärnsgatan 10A,Lägenhet,"Värnhem, Malmö kommun",2022-08-09,Max Nilsson,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/max-nilsson-20779,43810.0,995000,-75 000 kr (-8 %),Lägenhet,Bostadsrätt,1 rum,21 m²,Nej,"1,5 av 5, hiss finns ej",1939,1578.0,,,,,,,2022.0,8.0,9.0
1350000,Neptunigatan 71,Lägenhet,"Varvsstaden, Malmö kommun",2023-08-08,Isabelle Ekstrand,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/isabelle-ekstrand-15061,58696.0,1450000,-100 000 kr (-7 %),Lägenhet,Bostadsrätt,1 rum,23 m²,Nej,"1 av 7, hiss finns",2023,2340.0,3192.0,,,Ja,,,2023.0,8.0,8.0
795000,Idaborgsgatan 57 D,Lägenhet,"Ellstorp, Malmö kommun",2017-07-13,Robert Salmi,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/robert-salmi-10774,30577.0,645000,+150 000 kr (+23 %),Lägenhet,Bostadsrätt,1 rum,26 m²,,,1940,1937.0,4060.0,,,,,HSB:s Bostadsrättsförening Vidar i Malmö,2017.0,7.0,13.0
750000,Blekingsborgsgatan 9,Lägenhet,"Blekingsborg, Malmö kommun",2019-10-11,Anders Nilsson,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/anders-nilsson-9587,25424.0,795000,-45 000 kr (-6 %),Lägenhet,Bostadsrätt,1 rum,"29,5 m²",,,1958,2363.0,,,,,,,2019.0,10.0,11.0
1375000,Mäster Henriksgatan 10A,Lägenhet,"S:t Knut, Malmö kommun",2022-05-03,Jasmine Andersson,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/jasmine-andersson-17866,57292.0,1295000,+80 000 kr (+6 %),Lägenhet,Bostadsrätt,1 rum,24 m²,Nej,"3 av 4, hiss finns ej",1932,1312.0,,,,,,,2022.0,5.0,3.0
570000,Karlshamnsgatan 2,Lägenhet,"Karlskronaplan, Malmö kommun",2014-09-22,Jonna Nyberg,https://www.hemnet.se/maklare/croisette-vaxjo-714371/jonna-nyberg-1550,19655.0,595000,-25 000 kr (-4 %),Lägenhet,Bostadsrätt,1 rum,29 m²,,,1935,2463.0,3000.0,,,,,Brf Gnistan 1,2014.0,9.0,22.0
1250000,Roslins väg 1,Lägenhet,"Ribersborg, Malmö kommun",2017-06-15,Filip Ericsson,https://www.hemnet.se/maklare/bjurfors-malmo-vaster-12366/filip-ericsson-9481,46296.0,1095000,+155 000 kr (+14 %),Lägenhet,Bostadsrätt,1 rum,27 m²,,,1929,1744.0,,,,,,Brf Husaren 19,2017.0,6.0,15.0
