Slutpris,Title,Type,Location,Sale Date,Agent Name,Agent Link,Pris per kvadratmeter,Utgångspris,Prisutveckling,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift,url,Driftskostnad,Uteplats,Biarea,Tomtarea,Arrende,Förening,Tomträttsavgäld,Lat,Long
1 300 000 kr,Östra Farmvägen 38 E,Lägenhet,"Östra Sorgenfri, Malmö kommun",Såld 14 mars 2020,Marina Nilsson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/marina-nilsson-12686,21 667 kr/m²,1 095 000 kr,+205 000 kr (+19 %),Lägenhet,Bostadsrätt,2 rum,60 m²,Ja,,1955,3 905 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ostra-sorgenfri-malmo-kommun-ostra-farmvagen-38-e-1157019,3 620 kr/år,,,,,,,55.5903883,13.028004
1 270 000 kr,Mäster Nilsgatan 24,Lägenhet,"City, Malmö kommun",Såld 26 juli 2015,,,31 750 kr/m²,1 295 000 kr,-25 000 kr (-2 %),Lägenhet,Bostadsrätt,1 rum,40 m²,,,,2 236 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-city-malmo-kommun-master-nilsgatan-24-388018,,,,,,,,55.6071399,13.0043767
2 580 000 kr,Stenbocksgatan 2,Lägenhet,"Rörsjöstaden, Malmö kommun",Såld 16 oktober 2020,Andreas Holmberg,https://www.hemnet.se/maklare/bo-laget-fastighetsformedling-716831/andreas-holmberg-18485,46 739 kr/m²,2 495 000 kr,+85 000 kr (+3 %),Lägenhet,Bostadsrätt,2 rum,"55,2 m²",,,1902,3 133 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-rorsjostaden-malmo-kommun-stenbocksgatan-2-1272067,5 400 kr/år,,,,,,,55.6018053,13.0122778
4 900 000 kr,Krankajen 32,Lägenhet,"Dockan, Malmö kommun",Såld 25 maj 2022,Nina Berglund,https://www.hemnet.se/maklare/croisette-malmo-vastra-hamnen-12766/nina-berglund-11677,62 821 kr/m²,4 995 000 kr,-95 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,78 m²,Ja,"2 av 6, hiss finns",2007,3 721 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-dockan-malmo-kommun-krankajen-32-6567743744440619723,,,,,,,,55.6177748,12.9891879
3 125 000 kr,Ankargatan 15,Lägenhet,"Västra Hamnen, Malmö kommun",Såld 19 januari 2024,Henrik Feuk,https://www.hemnet.se/maklare/husmanhagberg-malmo-4545/henrik-feuk-19708,47 710 kr/m²,3 195 000 kr,-70 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,"65,5 m²",Ja,"1 av 3, hiss finns",2007,3 378 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-vastra-hamnen-malmo-kommun-ankargatan-15-1120834017249557644,,Ja,,,,,,55.613221,12.9750981
5 100 000 kr,Södra Promenaden 25A,Lägenhet,"Gamla staden, Malmö kommun",Såld 28 oktober 2020,Boney Petrovic,https://www.hemnet.se/maklare/croisette-malmo-city-16267/boney-petrovic-16225,53 684 kr/m²,3 995 000 kr,+1 105 000 kr (+28 %),Lägenhet,Bostadsrätt,3 rum,95 m²,Ja,"7 av 7, hiss finns",1958,4 305 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-gamla-staden-malmo-kommun-sodra-promenaden-25a-1278932,,,,,,,,55.6029193,13.0052336
2 200 000 kr,Östra Promenaden 11A,Lägenhet,"Drottningtorget, Malmö kommun",Såld 18 januari 2024,Isabelle Ekstrand,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/isabelle-ekstrand-15061,35 772 kr/m²,2 095 000 kr,+105 000 kr (+5 %),Lägenhet,Bostadsrätt,2 rum,"61,5 m²",Ja,"4 av 7, hiss finns",1987,3 771 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-drottningtorget-malmo-kommun-ostra-promenaden-11a-6309844309231353596,2 280 kr/år,,,,,,,55.6069373,13.0128709
1 135 000 kr,Celsiusgatan 3B,Lägenhet,"Rörsjöstaden, Malmö kommun",Såld 21 november 2018,,,36 032 kr/m²,1 195 000 kr,-60 000 kr (-5 %),Lägenhet,Annat,1 rum,"31,5 m²",,,1928,1 567 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-rorsjostaden-malmo-kommun-celsiusgatan-3b-914543,,,,,,BF Iris u.p.a,,55.600599,13.0277894
1 650 000 kr,Kulladalsgatan 6C,Lägenhet,"Kulladal, Malmö kommun",Såld 22 december 2018,,,17 553 kr/m²,1 710 000 kr,-60 000 kr (-4 %),Lägenhet,Bostadsrätt,4 rum,94 m²,,,1965-1966,5 090 kr/mån,https://www.hemnet.se/salda/lagenhet-4rum-kulladal-malmo-kommun-kulladalsgatan-6c-927570,5 268 kr/år,,,,,HSB Brf Per Albins Hem,,55.5728876,13.0014906
815 000 kr,Serenadgatan 57,Lägenhet,"Högaholm, Malmö kommun",Såld 26 februari 2024,Daniel Marzouk,https://www.hemnet.se/maklare/oresund-fastighetsformedling-ab-740431/daniel-marzouk-24799,12 538 kr/m²,850 000 kr,-35 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,65 m²,,"8 av 8, hiss finns",1971,4 035 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-hogaholm-malmo-kommun-serenadgatan-57-5296568990211215262,4 200 kr/år,,,,,,,55.559333,13.0112283
1 700 000 kr,Värmlandsgatan 8,Lägenhet,"Dalaplan, Malmö kommun",Såld 25 januari 2022,,,29 060 kr/m²,1 595 000 kr,+105 000 kr (+7 %),Lägenhet,Bostadsrätt,3 rum,"58,5 m²",Ja,3 av 4,1939,3 339 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-dalaplan-malmo-kommun-varmlandsgatan-8-4151436817093083439,18 072 kr/år,,,,,,,55.585414,13.006339
855 000 kr,Norrbäcksgatan 37,Lägenhet,"Kroksbäck, Malmö kommun",Såld 04 juni 2021,Tobias Axéll,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/tobias-axell-15212,13 359 kr/m²,795 000 kr,+60 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,64 m²,Ja,"3 av 8, hiss finns",1966,3 725 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-kroksback-malmo-kommun-norrbacksgatan-37-1400591,,,,,,,,55.5774035,12.9750868
4 195 000 kr,Kalkstensvägen 3,Lägenhet,"Limhamn, Malmö kommun",Såld 06 januari 2018,Johan Dahlgren,https://www.hemnet.se/maklare/croisette-malmo-vastra-hamnen-12766/johan-dahlgren-465,48 779 kr/m²,4 295 000 kr,-100 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,86 m²,,,2009,1 525 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-limhamn-malmo-kommun-kalkstensvagen-3-776693,,,,,,Brf Paviljongen i Limhamn,,55.5720011,12.9341887
695 000 kr,Per Albin Hanssons väg 50B,Lägenhet,"Blekingsborg, Malmö kommun",Såld 06 november 2016,Philip Ekdahl,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/philip-ekdahl-11614,29 574 kr/m²,635 000 kr,+60 000 kr (+9 %),Lägenhet,Bostadsrätt,1 rum,"23,5 m²",,,1957,2 141 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-blekingsborg-malmo-kommun-per-albin-hanssons-vag-50b-598407,,,,,,HSB Brf Eriksfält,,55.5794262,13.0013968
4 950 000 kr,Fågelbacksgatan 37,Lägenhet,"Slottsstaden, Malmö kommun",Såld 18 januari 2022,,,55 000 kr/m²,4 095 000 kr,+855 000 kr (+21 %),Lägenhet,Bostadsrätt,4 rum,90 m²,Ja,"3 av 5, hiss finns",1939,5 542 kr/mån,https://www.hemnet.se/salda/lagenhet-4rum-slottsstaden-malmo-kommun-fagelbacksgatan-37-3212285672159330780,4 260 kr/år,,,,,,,55.5960943,12.9785106
2 600 000 kr,Mäster Nilsgatan 2,Lägenhet,"City, Malmö kommun",Såld 14 september 2023,Ali Chaudhry,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-727551/ali-chaudhry-23879,47 273 kr/m²,2 450 000 kr,+150 000 kr (+6 %),Lägenhet,Bostadsrätt,2 rum,55 m²,Ja,"6 av 6, hiss finns",1971,3 315 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-city-malmo-kommun-master-nilsgatan-2-4918513411945373211,,,,,,,,55.6071399,13.0043767
1 670 000 kr,Vallmovägen 6C,Lägenhet,"Tygelsjö, Malmö kommun",Såld 09 september 2021,,,32 115 kr/m²,1 595 000 kr,+75 000 kr (+5 %),Lägenhet,Bostadsrätt,2 rum,52 m²,Nej,"1 av 2, hiss finns ej",2010,3 669 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-tygelsjo-malmo-kommun-vallmovagen-6c-1453830,2 148 kr/år,Ja,,,,,,55.5167936,12.9908421
2 100 000 kr,Rasmusgatan 26,Lägenhet,"Sofielund, Malmö kommun",Såld 03 januari 2024,Elaine Mürgas,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/elaine-murgas-11453,23 333 kr/m²,2 145 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,"3,5 rum",90 m²,,"1 av 4, hiss finns ej",,4 583 kr/mån,"https://www.hemnet.se/salda/lagenhet-3,5rum-sofielund-malmo-kommun-rasmusgatan-26-8140845184793486804",2 268 kr/år,,,,,,,55.5832589,13.0145702
2 155 000 kr,Köpenhamnsvägen 45B,Lägenhet,"Slottsstaden, Malmö kommun",Såld 25 juni 2020,Anders Nilsson,https://www.hemnet.se/maklare/bjurfors-malmo-city-1806/anders-nilsson-9587,27 987 kr/m²,2 245 000 kr,-90 000 kr (-4 %),Lägenhet,Bostadsrätt,3 rum,77 m²,Ja,,1952,5 341 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-slottsstaden-malmo-kommun-kopenhamnsvagen-45b-1209412,,,,,,,,55.5942502,12.9702466
3 000 000 kr,Edward Lindahlsgatan 14A,Lägenhet,"Fågelbacken, Malmö kommun",Såld 05 mars 2021,Jessica Johansson,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/jessica-johansson-9359,47 923 kr/m²,2 595 000 kr,+405 000 kr (+16 %),Lägenhet,Bostadsrätt,3 rum,"62,6 m²",,"2 av 4, hiss finns ej",1938,2 819 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-fagelbacken-malmo-kommun-edward-lindahlsgatan-14a-1342027,,,,,,,,55.5952281,12.9865808
950 000 kr,Serenadgatan 24,Lägenhet,"Högaholm, Malmö kommun",Såld 09 juli 2021,,,14 844 kr/m²,895 000 kr,+55 000 kr (+6 %),Lägenhet,Bostadsrätt,3 rum,64 m²,Ja,"3 av 17, hiss finns",1973,4 450 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-hogaholm-malmo-kommun-serenadgatan-24-1421925,,,,,,,,55.56164685,13.0063840549465
1 325 000 kr,Sofierogatan 3C,Lägenhet,"Ellstorp, Malmö kommun",Såld 06 september 2023,Åsa Öjes,https://www.hemnet.se/maklare/mohv-svedala-733831/asa-ojes-6815,24 766 kr/m²,1 395 000 kr,-70 000 kr (-5 %),Lägenhet,Bostadsrätt,2 rum,"53,5 m²",Nej,"5 av 6, hiss finns",1945,3 245 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ellstorp-malmo-kommun-sofierogatan-3c-8600260128608394037,,,,,,,,55.6042361,13.0322452
1 550 000 kr,Ronnebygatan 7A,Lägenhet,"S:t Knut, Malmö kommun",Såld 09 mars 2020,,,36 905 kr/m²,1 495 000 kr,+55 000 kr (+4 %),Lägenhet,Bostadsrätt,2 rum,42 m²,Nej,,1940,3 090 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-s-t-knut-malmo-kommun-ronnebygatan-7a-1153997,4 860 kr/år,,,,,,,55.5947002,13.0175408
850 000 kr,Jägersrovägen 9B,Lägenhet,"Västra Kattarp, Malmö kommun",Såld 29 juni 2022,Malin Thelander,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/malin-thelander-6179,15 179 kr/m²,875 000 kr,-25 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,56 m²,Ja,"2 av 4, hiss finns ej",1960,3 307 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-vastra-kattarp-malmo-kommun-jagersrovagen-9b-3808910280215405572,1 920 kr/år,,,,,,,55.5782628,13.0328765
1 795 000 kr,Köpenhamnsvägen 47A,Lägenhet,"Erikslust, Malmö kommun",Såld 26 november 2023,Ilham Memic,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/ilham-memic-24169,30 948 kr/m²,1 995 000 kr,-200 000 kr (-10 %),Lägenhet,Bostadsrätt,2 rum,58 m²,Ja,"3 av 7, hiss finns",1952,4 540 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-erikslust-malmo-kommun-kopenhamnsvagen-47a-4354418620094379100,3 108 kr/år,,,,,,,55.5941398,12.9689792
3 015 000 kr,Kalkstensvägen 7,Lägenhet,"Limhamn, Malmö kommun",Såld 12 mars 2020,,,47 109 kr/m²,3 145 000 kr,-130 000 kr (-4 %),Lägenhet,Bostadsrätt,2 rum,64 m²,Ja,,1978,1 286 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-limhamn-malmo-kommun-kalkstensvagen-7-1155630,3 000 kr/år,,,,,,,55.5730448,12.9250458
1 900 000 kr,Amiralsgatan 41B,Lägenhet,"Folkets Park, Malmö kommun",Såld 07 juli 2021,,,32 759 kr/m²,1 795 000 kr,+105 000 kr (+6 %),Lägenhet,Bostadsrätt,"2,5 rum",58 m²,Nej,"1,5 av 4, hiss finns ej",1937,3 692 kr/mån,"https://www.hemnet.se/salda/lagenhet-2,5rum-folkets-park-malmo-kommun-amiralsgatan-41b-1420254",,,,,,,,55.596861,13.0116396
1 300 000 kr,Eriksfältsgatan 85D,Lägenhet,"Nydala, Malmö kommun",Såld 30 maj 2022,,,17 808 kr/m²,1 295 000 kr,+5 000 kr (±0 %),Lägenhet,Bostadsrätt,3 rum,73 m²,Ja,"4 av 4, hiss finns ej",1960,4 285 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-nydala-malmo-kommun-eriksfaltsgatan-85d-6956827509289365763,,,,,,,,55.57063,13.0225168
2 100 000 kr,Ribevägen 8A,Lägenhet,"Dammfri, Malmö kommun",Såld 16 mars 2022,,,37 770 kr/m²,1 950 000 kr,+150 000 kr (+8 %),Lägenhet,Bostadsrätt,2 rum,"55,6 m²",Ja,"2 av 3, hiss finns ej",1948,3 547 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-dammfri-malmo-kommun-ribevagen-8a-3281549862765429116,,,,,,,,55.590918,12.9826827
1 200 000 kr,Nobeltorget 7,Lägenhet,"Nobeltorget, Malmö kommun",Såld 19 september 2017,Johanna Olsson,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/johanna-olsson-9058,34 286 kr/m²,995 000 kr,+205 000 kr (+21 %),Lägenhet,Bostadsrätt,1 rum,35 m²,,,1936,2 650 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-nobeltorget-malmo-kommun-nobeltorget-7-732679,,,,,,Brf Glädjen,,55.591235,13.0200968
1 010 000 kr,Vitemöllegatan 1C,Lägenhet,"Nobeltorget, Malmö kommun",Såld 28 maj 2021,Anders Backman,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/anders-backman-15211,19 057 kr/m²,895 000 kr,+115 000 kr (+13 %),Lägenhet,Bostadsrätt,2 rum,53 m²,Nej,"4 av 4, hiss finns",1945,3 958 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-nobeltorget-malmo-kommun-vitemollegatan-1c-1394772,,,,,,,,55.5897986,13.0212464
2 000 000 kr,Bures gata 27,Lägenhet,"Hyllie, Malmö kommun",Såld 07 november 2023,Maria Tillgren,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/maria-tillgren-1404,35 714 kr/m²,2 195 000 kr,-195 000 kr (-9 %),Lägenhet,Bostadsrätt,2 rum,56 m²,Ja,"5 av 6, hiss finns",2018,3 873 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-hyllie-malmo-kommun-bures-gata-27-6124941792300468253,8 266 kr/år,,,,,,,55.562593,12.98160188078857
2 050 000 kr,Pilåkersvägen 5A,Lägenhet,"Dammfri, Malmö kommun",Såld 07 november 2020,Roger Ragneklint,https://www.hemnet.se/maklare/croisette-limhamn-719771/roger-ragneklint-15667,29 286 kr/m²,2 195 000 kr,-145 000 kr (-7 %),Lägenhet,Bostadsrätt,3 rum,70 m²,Nej,"1 av 4, hiss finns ej",1951,4 309 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-dammfri-malmo-kommun-pilakersvagen-5a-1308351,,,,,,,,55.5892198,12.9763779
3 050 000 kr,Tors Gränd 13,Lägenhet,"Hyllie, Malmö kommun",Såld 23 augusti 2022,,,44 853 kr/m²,3 095 000 kr,-45 000 kr (-1 %),Lägenhet,Bostadsrätt,3 rum,68 m²,,"5 av 6, hiss finns",2019,3 893 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-hyllie-malmo-kommun-tors-grand-13-5653801909403324675,4 500 kr/år,,,,,,,55.5618953,12.9810501
720 000 kr,Dalslandsgatan 4a,Lägenhet,"Dalaplan/Södervärn, Malmö kommun",Såld 01 oktober 2017,,,22 500 kr/m²,725 000 kr,-5 000 kr (-1 %),Lägenhet,Bostadsrätt,1 rum,32 m²,,,1936,1 828 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-dalaplan-sodervarn-malmo-kommun-dalslandsgatan-4a-739613,,,,,,Brf Hjälmaren,,55.5844731,13.00819767140704
1 450 000 kr,Nordlinds väg 94A,Lägenhet,"Slottsstaden, Malmö kommun",Såld 08 september 2015,,,28 431 kr/m²,1 195 000 kr,+255 000 kr (+21 %),Lägenhet,Bostadsrätt,2 rum,51 m²,,,1954,2 714 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-slottsstaden-malmo-kommun-nordlinds-vag-94a-410775,,,,,,HSB Brf Gamban,,55.5950252,12.9718005
2 395 000 kr,Västra Varvsgatan 50,Lägenhet,"Västra Hamnen, Malmö kommun",Såld 29 november 2014,,,35 221 kr/m²,2 395 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,3 rum,68 m²,,,2006,3 953 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-vastra-hamnen-malmo-kommun-vastra-varvsgatan-50-279870,6 000 kr/år,,,,,Brf Fören 5,,55.6082929,12.9785619
1 395 000 kr,Per Wickenbergsgatan 3,Lägenhet,"Ribersborg, Malmö kommun",Såld 11 april 2017,,,31 705 kr/m²,1 395 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,"1,5 rum",44 m²,,,1936,3 547 kr/mån,"https://www.hemnet.se/salda/lagenhet-1,5rum-ribersborg-malmo-kommun-per-wickenbergsgatan-3-657658",,,,,,Brf Asken,,55.60140215,12.981850734499758
1 650 000 kr,Kungsgatan 34A,Lägenhet,"Rörsjöstaden, Malmö kommun",Såld 12 september 2022,Lisa Ivarsson,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/lisa-ivarsson-14256,47 143 kr/m²,1 695 000 kr,-45 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,35 m²,Nej,"3 av 5, hiss finns ej",1924,2 251 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-rorsjostaden-malmo-kommun-kungsgatan-34a-3861260774143799669,,,,,,,,55.6028267,13.015397
925 000 kr,Munkhättegatan 22A,Lägenhet,"Almhög, Malmö kommun",Såld 09 juni 2021,,,15 948 kr/m²,750 000 kr,+175 000 kr (+23 %),Lägenhet,Bostadsrätt,2 rum,58 m²,Ja,"3 av 4, hiss finns ej",,3 921 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-almhog-malmo-kommun-munkhattegatan-22a-1403573,,,,,,,,55.5770085,13.0175983
1 900 000 kr,Vimmerbyvägen 4,Lägenhet,"Gyllins Trädgård, Malmö kommun",Såld 19 december 2022,Sandra Kalamar,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/sandra-kalamar-18996,32 203 kr/m²,1 950 000 kr,-50 000 kr (-3 %),Lägenhet,Bostadsrätt,2 rum,59 m²,Ja,"4 av 4, hiss finns",2014,3 466 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-gyllins-tradgard-malmo-kommun-vimmerbyvagen-4-357288045037270520,3 200 kr/år,,,,,,,55.5941118,13.0941718
1 250 000 kr,Blekingsborgsgatan 9,Lägenhet,"Blekingsborg, Malmö kommun",Såld 13 augusti 2018,,,23 585 kr/m²,1 195 000 kr,+55 000 kr (+5 %),Lägenhet,Bostadsrätt,2 rum,53 m²,,,1958,3 699 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-blekingsborg-malmo-kommun-blekingsborgsgatan-9-864332,,,,,,HSB Brf Blekingsborg i Malmö,,55.5771785,13.003139
1 000 000 kr,Södra gulsparvsgatan 42,Lägenhet,"Söderkulla, Malmö kommun",Såld 08 januari 2021,Joakim Johansson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-720071/joakim-johansson-14118,16 667 kr/m²,950 000 kr,+50 000 kr (+5 %),Lägenhet,Bostadsrätt,2 rum,60 m²,Ja,"6 av 8, hiss finns",1968,3 847 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-soderkulla-malmo-kommun-sodra-gulsparvsgatan-42-1311920,3 620 kr/år,,,,,,,55.5673933,13.0054672
1 950 000 kr,Pilåkersvägen 7A,Lägenhet,"Dammfri, Malmö kommun",Såld 23 mars 2023,Sandra Lindh,https://www.hemnet.se/maklare/husmanhagberg-malmo-4545/sandra-lindh-17715,33 621 kr/m²,1 995 000 kr,-45 000 kr (-2 %),Lägenhet,Bostadsrätt,2 rum,58 m²,Ja,"1 av 4, hiss finns ej",1951,4 170 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-dammfri-malmo-kommun-pilakersvagen-7a-5026250903954337810,,,,,,,,55.5892198,12.9763779
1 213 000 kr,Lindgatan 4C,Lägenhet,"Augustenborg, Malmö kommun",Såld 30 september 2021,Bella Forsberg,https://www.hemnet.se/maklare/lansforsakringar-fastighetsformedling-malmo-39311/bella-forsberg-19448,21 661 kr/m²,1 095 000 kr,+118 000 kr (+11 %),Lägenhet,Bostadsrätt,2 rum,56 m²,Ja,"2 av 3, hiss finns ej",,2 029 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-augustenborg-malmo-kommun-lindgatan-4c-1468427,3 360 kr/år,,,,,,,55.5831244,13.0193071
4 300 000 kr,Limhamnsvägen 6 C,Lägenhet,"Ribersborg, Malmö kommun",Såld 13 december 2022,Tobias Axéll,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/tobias-axell-15212,70 033 kr/m²,4 695 000 kr,-395 000 kr (-8 %),Lägenhet,Bostadsrätt,2 rum,"61,4 m²",Ja,"9 av 9, hiss finns",1943,2 792 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-ribersborg-malmo-kommun-limhamnsvagen-6-c-3405961340100179557,,,,,,,,55.5859992,12.9294591
4 750 000 kr,Scaniaplatsen 5,Lägenhet,"Västra Hamnen, Malmö kommun",Såld 05 februari 2024,Alexander Nilsson,https://www.hemnet.se/maklare/croisette-malmo-vastra-hamnen-12766/alexander-nilsson-19579,61 688 kr/m²,4 850 000 kr,-100 000 kr (-2 %),Lägenhet,Bostadsrätt,3 rum,77 m²,Ja,"5 av 6, hiss finns",2005,4 433 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-vastra-hamnen-malmo-kommun-scaniaplatsen-5-8909740882095872983,,,,,,,,55.6124865,12.9729289
1 250 000 kr,Berguvsgatan 4B,Lägenhet,"Söderkulla, Malmö kommun",Såld 25 augusti 2020,Mikias Yonas,https://www.hemnet.se/maklare/croisette-malmo-slottsstaden-1091/mikias-yonas-15256,20 833 kr/m²,1 195 000 kr,+55 000 kr (+5 %),Lägenhet,Bostadsrätt,2 rum,60 m²,Ja,,1962,3 312 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-soderkulla-malmo-kommun-berguvsgatan-4b-1237747,,,,,,,,55.5703349,13.007866
2 600 000 kr,Mäster Danielsgatan 3,Lägenhet,"S:t Knut, Malmö kommun",Såld 01 juni 2023,Sonali Chouhan,https://www.hemnet.se/maklare/skandiamaklarna-malmo-vaster-oster-718231/sonali-chouhan-19159,46 429 kr/m²,2 185 000 kr,+415 000 kr (+19 %),Lägenhet,Bostadsrätt,2 rum,56 m²,,"4 av 5, hiss finns ej",1936,4 144 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-s-t-knut-malmo-kommun-master-danielsgatan-3-3365917084539617141,,,,,,,,55.5966436,13.0141745
1 275 000 kr,Kronetorpsgatan 60 B,Lägenhet,"Segevång, Malmö kommun",Såld 29 september 2019,Jessica Johansson,https://www.hemnet.se/maklare/fastighetsbyran-malmo-169/jessica-johansson-9359,17 832 kr/m²,1 250 000 kr,+25 000 kr (+2 %),Lägenhet,Bostadsrätt,3 rum,"71,5 m²",,,,3 855 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-segevang-malmo-kommun-kronetorpsgatan-60-b-1084044,4 620 kr/år,,,,,,,55.6159868,13.0524813
735 000 kr,Kilian Zollsgatan 9B,Lägenhet,"Ribersborg, Malmö kommun",Såld 27 oktober 2014,,,26 250 kr/m²,749 000 kr,-14 000 kr (-2 %),Lägenhet,Bostadsrätt,1 rum,28 m²,,,1945,1 857 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-ribersborg-malmo-kommun-kilian-zollsgatan-9b-265609,3 200 kr/år,,,,,Brf Kilian 9,,55.6016543,12.980564
3 400 000 kr,Tessins väg 19A,Lägenhet,"Ribersborg, Malmö kommun",Såld 28 september 2017,Dennis Berg,https://www.hemnet.se/maklare/bjurfors-jonkoping-711611/dennis-berg-10675,48 571 kr/m²,2 695 000 kr,+705 000 kr (+26 %),Lägenhet,Bostadsrätt,3 rum,70 m²,,,1957,3 557 kr/mån,https://www.hemnet.se/salda/lagenhet-3rum-ribersborg-malmo-kommun-tessins-vag-19a-737980,,,,,,Brf Ljungbyhus 7,,55.6002438,12.9744988
1 595 000 kr,Östra Förstadsgatan 17F,Lägenhet,"Slussen, Malmö kommun",Såld 12 augusti 2019,,,24 922 kr/m²,1 595 000 kr,0 kr (±0 %),Lägenhet,Bostadsrätt,2 rum,64 m²,,,1989,4 241 kr/mån,https://www.hemnet.se/salda/lagenhet-2rum-slussen-malmo-kommun-ostra-forstadsgatan-17f-1053619,3 708 kr/år,,,,,,,55.606888,13.0170157
1 425 000 kr,Östra Ryttmästaregatan 7 A,Lägenhet,"Slottsstaden, Malmö kommun",Såld 22 juli 2019,Anna Danielsson,https://www.hemnet.se/maklare/erik-olsson-fastighetsformedling-435894/anna-danielsson-9234,37 500 kr/m²,1 295 000 kr,+130 000 kr (+10 %),Lägenhet,Bostadsrätt,1 rum,38 m²,,,1910,2 734 kr/mån,https://www.hemnet.se/salda/lagenhet-1rum-slottsstaden-malmo-kommun-ostra-ryttmastaregatan-7-a-1047160,3 620 kr/år,,,,,,,55.5976861,12.9772868
